Regulon_ID,Mutation,Regulator,Regulon,MutationRegulatorEdge,-log10(p)_MutationRegulatorEdge,RegulatorRegulon_Spearman_R,RegulatorRegulon_Spearman_p-value,Regulon_stratification_t-statistic,-log10(p)_Regulon_stratification,Fraction_of_edges_correctly_aligned
1309,ABCA13_code_potential_somatic,ENSG00000125952,R-1309,-1,1.625451228,0.452101917,5.82E-29,-4.506063367,2.095266029,1
1311,ABCA13_code_potential_somatic,ENSG00000125952,R-1311,-1,1.625451228,0.434486497,1.22E-26,-4.023907071,1.932797704,1
1316,ABCA13_code_potential_somatic,ENSG00000125952,R-1316,-1,1.625451228,0.41974139,8.48E-25,-3.561990114,1.711713795,1
1310,ABCA13_code_potential_somatic,ENSG00000125952,R-1310,-1,1.625451228,0.194685922,4.41E-06,-2.846757503,1.424589275,1
3703,ABCA13_code_potential_somatic,ENSG00000162772,R-3703,-1,1.664916713,0.224585359,1.08E-07,-3.089103376,1.701046423,1
2183,ABCA13_code_potential_somatic,ENSG00000136997,R-2183,-1,1.664916713,0.307088089,1.97E-13,-3.001727869,1.518801592,1
2113,ABCA13_code_potential_somatic,ENSG00000069667,R-2113,-1,2.479778595,0.222450435,1.43E-07,-3.573255609,1.867084853,1
2101,ABCA13_code_potential_somatic,ENSG00000105856,R-2101,-1,1.466012627,0.293892001,2.22E-12,-4.620188969,2.475839402,1
2102,ABCA13_code_potential_somatic,ENSG00000105856,R-2102,-1,1.466012627,0.112809493,0.008212298,-2.671798974,1.366527461,1
2094,ABCA13_code_potential_somatic,ENSG00000105856,R-2094,-1,1.466012627,0.290738908,3.89E-12,-3.220701072,1.599414068,1
1641,ABCA13_code_potential_somatic,ENSG00000138795,R-1641,-1,2.637517669,0.42104562,5.88E-25,-2.639861677,1.361139121,1
1644,ABCA13_code_potential_somatic,ENSG00000138795,R-1644,-1,2.637517669,0.410899955,9.76E-24,-4.069031142,2.194241516,1
1658,ABCA13_code_potential_somatic,ENSG00000138795,R-1658,-1,2.637517669,0.352530586,1.76E-17,-3.845477745,1.961032452,1
1655,ABCA13_code_potential_somatic,ENSG00000138795,R-1655,-1,2.637517669,0.399621273,1.99E-22,-2.612171469,1.33290077,1
1646,ABCA13_code_potential_somatic,ENSG00000138795,R-1646,-1,2.637517669,0.444970361,5.27E-28,-4.005574046,2.267351321,1
976,ABCA13_code_potential_somatic,ENSG00000066136,R-976,-1,2.599756339,0.294840751,1.88E-12,-3.791128837,1.858773646,1
70,ABCA13_code_potential_somatic,ENSG00000166888,R-70,-1,1.611153081,0.446742367,3.06E-28,-2.728721226,1.327903348,1
61,ABCA13_code_potential_somatic,ENSG00000166888,R-61,-1,1.611153081,0.496962302,1.60E-35,-3.040270909,1.459826338,1
875,ABCA13_code_potential_somatic,ENSG00000132005,R-875,1,1.616972831,-0.342803987,1.48E-16,-3.136918029,1.49873611,1
664,ABCA13_code_potential_somatic,ENSG00000131408,R-664,-1,2.009186838,0.35709583,6.33E-18,-3.835277051,1.870149351,1
3590,ABCA13_code_potential_somatic,ENSG00000100219,R-3590,-1,2.420039466,0.415790125,2.55E-24,-2.85029891,1.579888713,1
3589,ABCA13_code_potential_somatic,ENSG00000100219,R-3589,-1,2.420039466,0.540203883,7.72E-43,-2.818801196,1.344781235,1
3591,ABCA13_code_potential_somatic,ENSG00000100219,R-3591,-1,2.420039466,0.401336402,1.27E-22,-4.348720855,2.354801839,1
3592,ABCA13_code_potential_somatic,ENSG00000100219,R-3592,-1,2.420039466,0.545660999,7.71E-44,-2.87400018,1.497933689,1
3505,ABCA13_code_potential_somatic,ENSG00000149948,R-3505,-1,2.721030837,0.303130284,4.13E-13,-3.907026539,2.198545631,1
3506,ABCA13_code_potential_somatic,ENSG00000149948,R-3506,-1,2.721030837,0.323927383,7.47E-15,-7.351430115,8.061018936,1
3507,ABCA13_code_potential_somatic,ENSG00000149948,R-3507,-1,2.721030837,0.150668566,0.000401295,-2.961087384,1.42732689,1
1839,ABCA13_code_potential_somatic,ENSG00000112658,R-1839,-1,1.924262689,0.439304332,2.92E-27,-4.231835984,2.209842789,0.75
1829,ABCA13_code_potential_somatic,ENSG00000112658,R-1829,-1,1.924262689,0.207574292,9.51E-07,-3.275479889,1.764090476,0.75
1830,ABCA13_code_potential_somatic,ENSG00000112658,R-1830,-1,1.924262689,0.268644217,1.63E-10,-4.952013222,2.797487376,0.75
2232,ABCA13_code_potential_somatic,ENSG00000187140,R-2232,1,1.616972831,-0.202398193,1.78E-06,-4.002735808,2.030331408,1
2218,ABCA13_code_potential_somatic,ENSG00000187140,R-2218,1,1.616972831,-0.334031291,9.47E-16,-2.592123482,1.600950492,1
2209,ABCA13_code_potential_somatic,ENSG00000187140,R-2209,1,1.616972831,-0.334761649,8.13E-16,-5.342674035,3.983534605,1
2210,ABCA13_code_potential_somatic,ENSG00000187140,R-2210,1,1.616972831,-0.347055522,5.90E-17,-4.986046055,2.729841677,1
2230,ABCA13_code_potential_somatic,ENSG00000187140,R-2230,1,1.616972831,-0.374239262,1.16E-19,-3.228424645,1.626698084,1
2213,ABCA13_code_potential_somatic,ENSG00000187140,R-2213,1,1.616972831,-0.325203483,5.78E-15,-3.371665864,1.843466618,1
2215,ABCA13_code_potential_somatic,ENSG00000187140,R-2215,1,1.616972831,-0.200877173,2.14E-06,-3.713660232,1.926606131,1
1420,ABCA13_code_potential_somatic,ENSG00000141448,R-1420,-1,1.70438538,0.104880645,0.014035071,-3.699242929,2.294001733,0.666666667
1418,ABCA13_code_potential_somatic,ENSG00000141448,R-1418,-1,1.70438538,0.132101894,0.001942037,-3.30872065,1.87087586,0.666666667
2555,ABCA13_code_potential_somatic,ENSG00000263001,R-2555,1,1.786366769,0.39122953,1.74E-21,2.506729362,1.307710715,0.5
2554,ABCA13_code_potential_somatic,ENSG00000263001,R-2554,1,1.786366769,-0.181775531,1.86E-05,-2.311780304,1.570113163,0.5
2470,ABCA13_code_potential_somatic,ENSG00000109906,R-2470,1,1.319543897,-0.196432042,3.60E-06,-5.087570234,2.412865394,1
408,ABCA13_code_potential_somatic,ENSG00000109320,R-408,-1,2.297515132,0.603470057,1.15E-55,-3.284621339,1.577068941,1
423,ABCA13_code_potential_somatic,ENSG00000109320,R-423,-1,2.297515132,0.326989595,4.03E-15,-2.672719912,1.328330667,1
411,ABCA13_code_potential_somatic,ENSG00000109320,R-411,-1,2.297515132,0.772742596,7.15E-110,-2.731845625,1.571603871,1
406,ABCA13_code_potential_somatic,ENSG00000109320,R-406,-1,2.297515132,0.622676061,3.75E-60,-3.109530887,1.539697112,1
409,ABCA13_code_potential_somatic,ENSG00000109320,R-409,-1,2.297515132,0.533583708,1.19E-41,-3.170570885,1.654658731,1
2411,ABCA4_code_potential_somatic,ENSG00000198815,R-2411,1,4.456720264,0.223397945,1.26E-07,4.678722942,1.683173996,1
2418,ABCA4_code_potential_somatic,ENSG00000198815,R-2418,1,4.456720264,0.560558872,1.15E-46,6.001101156,1.787664398,1
2422,ABCA4_code_potential_somatic,ENSG00000198815,R-2422,1,4.456720264,0.279711214,2.62E-11,4.923274464,1.601139932,1
2421,ABCA4_code_potential_somatic,ENSG00000198815,R-2421,1,4.456720264,0.496231215,2.08E-35,4.854856667,2.610214742,1
2423,ABCA4_code_potential_somatic,ENSG00000198815,R-2423,1,4.456720264,0.33707831,5.01E-16,8.568017811,3.317198677,1
2202,ABCA4_code_potential_somatic,ENSG00000169083,R-2202,1,1.30356425,0.184237861,1.42E-05,3.752181625,1.595065013,1
2522,ABCA4_code_potential_somatic,ENSG00000112333,R-2522,1,2.816403358,0.484894928,1.16E-33,10.21618442,17.60710447,1
2526,ABCA4_code_potential_somatic,ENSG00000112333,R-2526,1,2.816403358,0.224397957,1.10E-07,9.560124684,3.057657205,1
2530,ABCA4_code_potential_somatic,ENSG00000112333,R-2530,1,2.816403358,0.627903409,1.98E-61,4.851880172,1.543989451,1
1411,ABCA4_code_potential_somatic,ENSG00000170689,R-1411,-1,1.893082568,-0.10585576,0.013162915,4.125080518,1.452762007,1
1412,ABCA4_code_potential_somatic,ENSG00000170689,R-1412,-1,1.893082568,-0.125317765,0.003297972,4.939007259,1.703322892,1
2957,ABCA4_code_potential_somatic,ENSG00000099326,R-2957,1,1.571262965,0.415928379,2.45E-24,7.154983248,1.952338563,1
2952,ABCA4_code_potential_somatic,ENSG00000099326,R-2952,1,1.571262965,0.674851757,4.43E-74,6.828286679,1.848083288,1
3316,ABCA4_code_potential_somatic,ENSG00000091831,R-3316,-1,1.405913052,-0.285351941,9.99E-12,3.007959255,1.505783049,1
3319,ABCA4_code_potential_somatic,ENSG00000091831,R-3319,-1,1.405913052,0.116222032,0.006455294,-5.244984012,3.319928683,1
3315,ABCA4_code_potential_somatic,ENSG00000091831,R-3315,-1,1.405913052,-0.296682176,1.35E-12,6.265362336,1.936269435,1
1539,ABCA4_code_potential_somatic,ENSG00000113916,R-1539,1,4.049306174,0.43789364,4.45E-27,6.049404721,1.726009421,1
1534,ABCA4_code_potential_somatic,ENSG00000113916,R-1534,1,4.049306174,0.462666867,2.02E-30,3.397370072,1.308955178,1
1538,ABCA4_code_potential_somatic,ENSG00000113916,R-1538,1,4.049306174,0.684158124,7.16E-77,8.568017811,3.317198677,1
2891,ABCA4_code_potential_somatic,ENSG00000125482,R-2891,1,2.466524574,0.434452371,1.23E-26,10.60959462,4.334656534,0.5
1713,ABCA4_code_potential_somatic,ENSG00000170365,R-1713,1,1.426152437,0.226789629,8.01E-08,5.94156939,1.787087436,1
1706,ABCA4_code_potential_somatic,ENSG00000170365,R-1706,1,1.426152437,0.446615488,3.18E-28,3.038847883,1.796261614,1
1723,ABCA4_code_potential_somatic,ENSG00000170365,R-1723,1,1.426152437,0.353320227,1.48E-17,4.923274464,1.601139932,1
1705,ABCA4_code_potential_somatic,ENSG00000170365,R-1705,1,1.426152437,0.330023246,2.17E-15,2.565005769,1.316586257,1
1097,ABCA4_code_potential_somatic,ENSG00000176887,R-1097,-1,1.458089683,-0.245642995,5.65E-09,4.605098634,1.79007483,0.5
3199,ABCA4_code_potential_somatic,ENSG00000171634,R-3199,1,1.736232551,0.222405298,1.44E-07,4.711869805,2.767842589,1
3211,ABCA4_code_potential_somatic,ENSG00000171634,R-3211,1,1.736232551,0.669966691,1.18E-72,5.190724581,3.482389057,1
3216,ABCA4_code_potential_somatic,ENSG00000171634,R-3216,1,1.736232551,0.529269015,6.89E-41,4.039720773,1.366117644,1
3215,ABCA4_code_potential_somatic,ENSG00000171634,R-3215,1,1.736232551,0.371097892,2.46E-19,6.682498803,2.089941357,1
238,ABCA4_code_potential_somatic,ENSG00000177606,R-238,1,1.881358705,0.524263268,5.11E-40,4.588820401,2.147460648,1
1671,ABCA4_code_potential_somatic,ENSG00000143190,R-1671,1,1.938331107,0.628337788,1.55E-61,3.505200425,1.443106046,1
2982,ABCA4_code_potential_somatic,ENSG00000187079,R-2982,1,1.671710075,0.335579386,6.86E-16,6.803738383,5.093682714,1
3596,ABCA4_code_potential_somatic,ENSG00000100219,R-3596,-1,1.330028527,-0.189505752,7.95E-06,7.061788174,2.766306775,1
3023,ABCA4_code_potential_somatic,ENSG00000166949,R-3023,1,3.435962048,0.324832941,6.23E-15,8.399111381,2.758620215,1
3031,ABCA4_code_potential_somatic,ENSG00000166949,R-3031,1,3.435962048,0.36732805,6.00E-19,4.013114779,2.494140942,1
3026,ABCA4_code_potential_somatic,ENSG00000166949,R-3026,1,3.435962048,0.38498445,8.39E-21,7.467680377,2.228437467,1
1835,ABCA4_code_potential_somatic,ENSG00000112658,R-1835,1,1.634258422,0.305231206,2.79E-13,3.397370086,1.308955184,1
1837,ABCA4_code_potential_somatic,ENSG00000112658,R-1837,1,1.634258422,0.223201282,1.29E-07,9.236301789,2.469685348,1
1834,ABCA4_code_potential_somatic,ENSG00000112658,R-1834,1,1.634258422,-0.249619417,3.14E-09,-3.832363762,1.306144118,1
1841,ABCA4_code_potential_somatic,ENSG00000112658,R-1841,1,1.634258422,-0.287217574,7.22E-12,-4.439164181,1.893082568,1
1839,ABCA4_code_potential_somatic,ENSG00000112658,R-1839,1,1.634258422,0.439304332,2.92E-27,4.923274464,1.601139932,1
1838,ABCA4_code_potential_somatic,ENSG00000112658,R-1838,1,1.634258422,0.209301671,7.68E-07,6.227760793,1.879825155,1
3071,ABCA4_code_potential_somatic,ENSG00000100968,R-3071,1,2.422166616,0.296902537,1.29E-12,9.118639149,16.54587044,1
3081,ABCA4_code_potential_somatic,ENSG00000100968,R-3081,1,2.422166616,0.236951847,1.97E-08,8.05628067,2.739226352,1
3082,ABCA4_code_potential_somatic,ENSG00000100968,R-3082,1,2.422166616,-0.337903535,4.21E-16,-4.109700951,1.388561374,1
1292,ABCA4_code_potential_somatic,ENSG00000118263,R-1292,1,2.400541099,0.500545617,4.33E-36,5.644861582,1.72835281,1
1287,ABCA4_code_potential_somatic,ENSG00000118263,R-1287,1,2.400541099,0.538170098,1.80E-42,2.963619079,2.179251581,1
1332,ABCA4_code_potential_somatic,ENSG00000116044,R-1332,1,2.429431941,0.481432294,3.86E-33,4.483005046,1.458437017,0.5
857,ABCA4_code_potential_somatic,ENSG00000113580,R-857,1,1.975845246,0.374691562,1.04E-19,4.458587922,1.403539954,1
841,ABCA4_code_potential_somatic,ENSG00000113580,R-841,1,1.975845246,0.538394105,1.64E-42,4.340260113,1.92888424,1
851,ABCA4_code_potential_somatic,ENSG00000113580,R-851,1,1.975845246,-0.334670304,8.29E-16,-3.789207422,1.661736343,1
1206,ABCA4_code_potential_somatic,ENSG00000172059,R-1206,-1,6.616978266,0.277544279,3.77E-11,-10.6761326,10.23045619,0.5
1978,ABCA4_code_potential_somatic,ENSG00000179348,R-1978,-1,1.360123365,0.164299167,0.000111706,-5.148311536,1.676311793,1
2443,ABCA4_code_potential_somatic,ENSG00000169057,R-2443,1,1.902118798,-0.245289703,5.95E-09,-4.943546506,1.525746159,1
1064,ABCA5_code_potential_somatic,ENSG00000146592,R-1064,1,1.396269283,0.524293238,5.04E-40,3.742567408,2.364715037,1
2369,ABCA5_code_potential_somatic,ENSG00000148516,R-2369,1,1.983037648,0.375338281,8.93E-20,8.274986367,3.003637155,1
2358,ABCA5_code_potential_somatic,ENSG00000148516,R-2358,1,1.983037648,-0.472896973,6.99E-32,-4.225760325,1.453365494,1
2364,ABCA5_code_potential_somatic,ENSG00000148516,R-2364,1,1.983037648,-0.500213033,4.89E-36,-3.579556045,1.400235628,1
214,ABCA5_code_potential_somatic,ENSG00000136826,R-214,-1,1.721341557,0.264596991,3.13E-10,-4.485236316,1.60320754,1
3244,ABCA5_code_potential_somatic,ENSG00000025434,R-3244,-1,2.991054465,0.235161028,2.54E-08,-2.701227268,2.002647757,1
2521,ABCA5_code_potential_somatic,ENSG00000112333,R-2521,1,1.400176494,-0.227981563,6.82E-08,-5.929375277,2.582366903,1
2524,ABCA5_code_potential_somatic,ENSG00000112333,R-2524,1,1.400176494,0.181616859,1.89E-05,7.009028842,3.831212625,1
288,ABCA5_code_potential_somatic,ENSG00000072310,R-288,1,1.401538804,0.511401514,7.53E-38,7.11391742,3.198454633,1
284,ABCA5_code_potential_somatic,ENSG00000072310,R-284,1,1.401538804,0.238089384,1.68E-08,7.7531583,2.516613741,1
3526,ABCA5_code_potential_somatic,ENSG00000153234,R-3526,-1,4.005155755,0.282533182,1.62E-11,-3.98875297,2.465789325,1
3527,ABCA5_code_potential_somatic,ENSG00000153234,R-3527,-1,4.005155755,-0.221242385,1.67E-07,5.562680021,1.91876262,1
2633,ABCA5_code_potential_somatic,ENSG00000143995,R-2633,1,1.703654127,0.310204795,1.09E-13,5.078544395,1.693926523,1
1396,ABCA5_code_potential_somatic,ENSG00000125398,R-1396,1,1.577986998,0.339359145,3.09E-16,5.416532068,1.784116266,1
1392,ABCA5_code_potential_somatic,ENSG00000125398,R-1392,1,1.577986998,-0.475331813,3.08E-32,-5.206042971,1.813577867,1
1402,ABCA5_code_potential_somatic,ENSG00000125398,R-1402,1,1.577986998,0.28814299,6.15E-12,3.900908264,1.45863445,1
1393,ABCA5_code_potential_somatic,ENSG00000125398,R-1393,1,1.577986998,0.565772293,1.09E-47,3.373709059,1.401538804,1
561,ABCA5_code_potential_somatic,ENSG00000181449,R-561,1,1.924531226,0.352859306,1.64E-17,7.632684243,7.366235709,1
560,ABCA5_code_potential_somatic,ENSG00000181449,R-560,1,1.924531226,0.775985671,2.32E-111,4.298759353,1.717815416,1
551,ABCA5_code_potential_somatic,ENSG00000181449,R-551,1,1.924531226,0.163193787,0.000124395,4.56982696,1.658738111,1
3098,ABCA5_code_potential_somatic,ENSG00000184486,R-3098,1,2.199114033,0.516128637,1.23E-38,3.610758578,1.307781116,1
3104,ABCA5_code_potential_somatic,ENSG00000184486,R-3104,1,2.199114033,0.507393008,3.42E-37,4.931007425,2.030486607,1
3108,ABCA5_code_potential_somatic,ENSG00000184486,R-3108,1,2.199114033,0.335515801,6.95E-16,5.729307014,4.698380295,1
360,ABCA5_code_potential_somatic,ENSG00000173039,R-360,1,2.805269742,0.368071022,5.04E-19,8.305290851,2.595802923,1
2825,ABCA5_code_potential_somatic,ENSG00000126456,R-2825,1,2.565354729,0.262602946,4.29E-10,3.391752621,1.336854464,1
2842,ABCA5_code_potential_somatic,ENSG00000126456,R-2842,1,2.565354729,0.327726223,3.47E-15,7.673885448,1.984497469,1
2823,ABCA5_code_potential_somatic,ENSG00000126456,R-2823,1,2.565354729,0.419556832,8.93E-25,5.720004495,1.858927239,1
2843,ABCA5_code_potential_somatic,ENSG00000126456,R-2843,1,2.565354729,0.315654911,3.83E-14,4.444290554,2.007082557,1
2824,ABCA5_code_potential_somatic,ENSG00000126456,R-2824,1,2.565354729,0.39761877,3.35E-22,4.763047238,1.628794574,1
2830,ABCA5_code_potential_somatic,ENSG00000126456,R-2830,1,2.565354729,0.596390419,4.37E-54,5.442918429,1.641143989,1
2835,ABCA5_code_potential_somatic,ENSG00000126456,R-2835,1,2.565354729,0.352755542,1.68E-17,5.075335635,2.119801796,1
2833,ABCA5_code_potential_somatic,ENSG00000126456,R-2833,1,2.565354729,0.425474869,1.67E-25,5.802568702,2.599660396,1
1472,ABCA5_code_potential_somatic,ENSG00000087510,R-1472,-1,1.644737609,0.346145191,7.19E-17,-5.565531711,2.523947665,1
1468,ABCA5_code_potential_somatic,ENSG00000087510,R-1468,-1,1.644737609,-0.186117491,1.16E-05,4.492877974,1.631107774,1
3480,ABCA5_code_potential_somatic,ENSG00000203883,R-3480,1,3.191267124,0.114233602,0.00743287,4.047026623,1.557317804,1
3481,ABCA5_code_potential_somatic,ENSG00000203883,R-3481,1,3.191267124,0.292199185,3.01E-12,3.463632499,1.307861895,1
48,ABCA5_code_potential_somatic,ENSG00000125347,R-48,1,1.932852645,0.284413108,1.17E-11,5.155587508,2.520385119,1
773,ABCA5_code_potential_somatic,ENSG00000115415,R-773,1,1.91667829,0.321149216,1.30E-14,5.485716035,1.898041806,1
772,ABCA5_code_potential_somatic,ENSG00000115415,R-772,1,1.91667829,0.231340944,4.31E-08,4.714371751,1.718484188,1
3383,ABCA5_code_potential_somatic,ENSG00000137273,R-3383,1,1.950200111,0.240685375,1.16E-08,4.317062505,2.659807497,1
3379,ABCA5_code_potential_somatic,ENSG00000137273,R-3379,1,1.950200111,0.349399296,3.53E-17,4.838004601,1.88865321,1
25,ABCA5_code_potential_somatic,ENSG00000196712,R-25,1,1.404055635,0.568410577,3.25E-48,3.724091981,1.384012743,1
2944,ABCA5_code_potential_somatic,ENSG00000152977,R-2944,1,3.688578312,-0.222456633,1.43E-07,-4.458018299,1.554511026,1
2132,ABCA5_code_potential_somatic,ENSG00000175592,R-2132,1,1.455449456,0.45086645,8.56E-29,4.807244031,3.423669376,0.5
2481,ABCA5_code_potential_somatic,ENSG00000106511,R-2481,1,1.576808214,0.386566283,5.65E-21,4.641329258,1.520313527,1
1518,ABCA5_code_potential_somatic,ENSG00000177426,R-1518,1,8.337531516,0.242773193,8.59E-09,5.252096318,2.081805644,1
1516,ABCA5_code_potential_somatic,ENSG00000177426,R-1516,1,8.337531516,0.193645221,4.97E-06,3.782030313,1.35810286,1
875,ABCA9_code_potential_somatic,ENSG00000132005,R-875,1,1.350134839,-0.342803987,1.48E-16,-5.077006484,3.606500912,1
983,ABCA9_code_potential_somatic,ENSG00000282899,R-983,1,1.350134839,-0.36134176,2.41E-18,-3.754412895,1.403322997,1
2216,ABCA9_code_potential_somatic,ENSG00000187140,R-2216,1,1.350134839,-0.265099309,2.89E-10,-4.320775824,1.551440923,1
2209,ABCA9_code_potential_somatic,ENSG00000187140,R-2209,1,1.350134839,-0.334761649,8.13E-16,-14.8972265,8.310346736,1
2230,ABCA9_code_potential_somatic,ENSG00000187140,R-2230,1,1.350134839,-0.374239262,1.16E-19,-3.196733461,1.773897249,1
2227,ABCA9_code_potential_somatic,ENSG00000187140,R-2227,1,1.350134839,-0.357689537,5.54E-18,-7.053295845,2.461456071,1
1238,ABCB1_code_potential_somatic,ENSG00000151702,R-1238,1,1.616685423,0.633515624,7.94E-63,2.401511707,1.415376637,1
3482,ABCB1_code_potential_somatic,ENSG00000203883,R-3482,1,2.365834288,0.232094708,3.88E-08,2.312761134,1.321195631,1
3480,ABCB1_code_potential_somatic,ENSG00000203883,R-3480,1,2.365834288,0.114233602,0.00743287,2.480092067,1.443918417,1
3376,ABCB1_code_potential_somatic,ENSG00000137273,R-3376,1,2.514827328,0.451891473,6.22E-29,3.101670108,1.956473337,1
3441,ABCB4_code_potential_somatic,ENSG00000140044,R-3441,-1,1.347762332,-0.331798752,1.50E-15,3.762149885,1.840136626,1
3483,ABCB4_code_potential_somatic,ENSG00000129654,R-3483,-1,1.567004429,-0.248890445,3.50E-09,5.046651734,2.619069909,1
3484,ABCB4_code_potential_somatic,ENSG00000129654,R-3484,-1,1.567004429,-0.301033402,6.08E-13,5.150357046,2.445264252,1
3486,ABCB4_code_potential_somatic,ENSG00000129654,R-3486,-1,1.567004429,-0.237513104,1.82E-08,2.741708798,1.504701386,1
1472,ABCB4_code_potential_somatic,ENSG00000087510,R-1472,-1,1.749407251,0.346145191,7.19E-17,-2.865703816,1.499657451,1
1475,ABCB4_code_potential_somatic,ENSG00000087510,R-1475,-1,1.749407251,0.359123694,4.00E-18,-3.445960176,1.950858684,1
1917,ABCB4_code_potential_somatic,ENSG00000167034,R-1917,-1,2.10508192,-0.332485722,1.31E-15,2.852750653,1.406091825,1
1601,ABCB4_code_potential_somatic,ENSG00000112592,R-1601,1,1.308788199,0.413854562,4.35E-24,5.671077998,3.020056694,1
1183,ABCB4_code_potential_somatic,ENSG00000100811,R-1183,1,1.805741693,0.43649724,6.74E-27,2.800155491,1.394792671,1
2418,ABCB5_code_potential_somatic,ENSG00000198815,R-2418,-1,2.658666848,0.560558872,1.15E-46,-3.614796644,1.541862919,1
2414,ABCB5_code_potential_somatic,ENSG00000198815,R-2414,-1,2.658666848,0.554847196,1.45E-45,-3.780312353,1.634920438,1
2405,ABCB5_code_potential_somatic,ENSG00000198815,R-2405,-1,2.658666848,0.629580766,7.64E-62,-4.261607294,2.41497939,1
2417,ABCB5_code_potential_somatic,ENSG00000198815,R-2417,-1,2.658666848,0.276727148,4.33E-11,-4.327226354,2.077441888,1
2408,ABCB5_code_potential_somatic,ENSG00000198815,R-2408,-1,2.658666848,0.655847011,1.10E-68,-3.879909248,1.767675407,1
1108,ABCB5_code_potential_somatic,ENSG00000100105,R-1108,-1,1.538359657,0.568783193,2.74E-48,-3.81458298,1.86521364,1
1078,ABCB5_code_potential_somatic,ENSG00000163848,R-1078,-1,1.586784982,0.374118345,1.20E-19,-3.611192142,1.63233294,1
1079,ABCB5_code_potential_somatic,ENSG00000163848,R-1079,-1,1.586784982,0.384107161,1.04E-20,-4.007045061,1.747332209,1
1085,ABCB5_code_potential_somatic,ENSG00000163848,R-1085,-1,1.586784982,0.213019522,4.82E-07,-5.462277053,2.411448746,1
1076,ABCB5_code_potential_somatic,ENSG00000163848,R-1076,-1,1.586784982,0.324959455,6.07E-15,-9.762391528,10.36966915,1
1066,ABCB5_code_potential_somatic,ENSG00000163848,R-1066,-1,1.586784982,0.569817258,1.70E-48,-3.61717075,1.789139099,1
1090,ABCB5_code_potential_somatic,ENSG00000163848,R-1090,-1,1.586784982,0.143081984,0.000781928,-2.925732345,1.344538055,1
2890,ABCB5_code_potential_somatic,ENSG00000125482,R-2890,-1,2.685889043,0.303283173,4.02E-13,-3.823461361,1.722548997,1
3668,ABCB5_code_potential_somatic,ENSG00000198517,R-3668,1,1.454705018,-0.154697332,0.000277973,-3.756593161,1.762906809,1
3209,ABCB5_code_potential_somatic,ENSG00000171634,R-3209,-1,1.561392985,0.509923007,1.32E-37,-3.584701995,1.581062409,1
3211,ABCB5_code_potential_somatic,ENSG00000171634,R-3211,-1,1.561392985,0.669966691,1.18E-72,-4.551144169,2.23313125,1
3216,ABCB5_code_potential_somatic,ENSG00000171634,R-3216,-1,1.561392985,0.529269015,6.89E-41,-3.068588155,1.432426634,1
3581,ABCB5_code_potential_somatic,ENSG00000134138,R-3581,-1,2.131911731,0.35668216,6.96E-18,-5.757999594,3.071871003,1
3577,ABCB5_code_potential_somatic,ENSG00000134138,R-3577,-1,2.131911731,0.601945466,2.54E-55,-6.20095166,2.784120555,1
3349,ABCB5_code_potential_somatic,ENSG00000102974,R-3349,-1,1.805386783,0.415316589,2.91E-24,-4.51738282,2.015533341,1
3341,ABCB5_code_potential_somatic,ENSG00000102974,R-3341,-1,1.805386783,-0.327489236,3.64E-15,4.386497793,1.714316195,1
2707,ABCB5_code_potential_somatic,ENSG00000065970,R-2707,-1,1.414232802,0.445231411,4.86E-28,-4.595561234,2.098624374,1
2697,ABCB5_code_potential_somatic,ENSG00000065970,R-2697,-1,1.414232802,0.523540859,6.80E-40,-3.910236838,1.770600671,1
2719,ABCB5_code_potential_somatic,ENSG00000065970,R-2719,-1,1.414232802,0.332437523,1.32E-15,-3.824190904,1.621335223,1
2701,ABCB5_code_potential_somatic,ENSG00000065970,R-2701,-1,1.414232802,0.58407235,1.98E-51,-4.882092683,2.424310412,1
1664,ABCB5_code_potential_somatic,ENSG00000143190,R-1664,-1,2.059227011,0.519111464,3.87E-39,-3.821320442,1.72347938,1
1671,ABCB5_code_potential_somatic,ENSG00000143190,R-1671,-1,2.059227011,0.628337788,1.55E-61,-8.057860277,3.628136585,1
1665,ABCB5_code_potential_somatic,ENSG00000143190,R-1665,-1,2.059227011,0.321839759,1.13E-14,-3.583168413,1.615252377,1
1675,ABCB5_code_potential_somatic,ENSG00000143190,R-1675,-1,2.059227011,0.490025148,1.92E-34,-2.900710222,1.428544502,1
1666,ABCB5_code_potential_somatic,ENSG00000143190,R-1666,-1,2.059227011,0.31274566,6.72E-14,-3.70405618,1.599883364,1
1673,ABCB5_code_potential_somatic,ENSG00000143190,R-1673,-1,2.059227011,0.428630149,6.75E-26,-3.06700939,1.353978003,1
978,ABCB5_code_potential_somatic,ENSG00000066136,R-978,-1,1.571581029,0.312611707,6.89E-14,-3.331468129,1.458732183,1
2973,ABCB5_code_potential_somatic,ENSG00000187079,R-2973,-1,1.430912835,0.349025076,3.83E-17,-3.896678626,1.674639053,1
